Graphic,Pos,Word,bio,biose,class,sentence_code
0,NOUN,desequilíbrio,O,O,,1228
0,VERB,contribui,O,O,,1228
0,ADV,agora,O,O,,1228
0,DET,a,O,O,,1228
0,ADJ,nova,O,O,,1228
0,NOUN,vaga,O,O,,1228
0,ADP,de,O,O,,1228
0,NOUN,violência,O,O,,1228
0,ADP,da,O,O,,1228
3,PNOUN,Nigéria,B,S,LOCAL,1228
1,.,",",O,O,,1228
0,NOUN,país,O,O,,1228
0,PRON,que,O,O,,1228
0,ADP,nos,B,B,TEMPO,1228
0,ADJ,últimos,I,I,TEMPO,1228
0,NOUN,anos,I,E,TEMPO,1228
0,ADV,já,O,O,,1228
0,VERB,perdeu,O,O,,1228
2,NUM,25,B,B,VALOR,1228
0,ADP,por,I,I,VALOR,1228
0,NOUN,cento,I,E,VALOR,1228
0,ADP,da,O,O,,1228
0,DET,sua,O,O,,1228
0,NOUN,produção,O,O,,1228
1,.,",",O,O,,1228
0,VERB,sendo,O,O,,1228
0,DET,o,O,O,,1228
0,ADJ,primeiro,O,O,,1228
0,NOUN,produtor,O,O,,1228
0,ADJ,africano,O,O,,1228
1,.,",",O,O,,1228
0,ADJ,oitavo,O,O,,1228
0,ADJ,mundial,O,O,,1228
0,CONJ,e,O,O,,1228
0,ADJ,quinto,O,O,,1228
0,NOUN,fornecedor,O,O,,1228
0,ADP,dos,O,O,,1228
4,PNOUN,EUA,B,S,LOCAL,1228
1,.,.,O,O,,1228
3,ADP,Para,O,O,,1229
0,DET,os,O,O,,1229
0,NOUN,analistas,O,O,,1229
1,.,",",O,O,,1229
0,DET,o,O,O,,1229
0,NOUN,risco,O,O,,1229
0,ADP,de,O,O,,1229
0,NOUN,ruptura,O,O,,1229
0,ADP,de,O,O,,1229
0,NOUN,fornecimento,O,O,,1229
0,ADP,neste,O,O,,1229
0,NOUN,país,O,O,,1229
1,.,",",O,O,,1229
0,ADP,com,O,O,,1229
0,DET,a,O,O,,1229
0,NOUN,morte,O,O,,1229
0,ADP,de,O,O,,1229
2,NUM,12,B,S,VALOR,1229
0,NOUN,pessoas,O,O,,1229
0,ADP,na,B,B,TEMPO,1229
0,NOUN,passagem,I,I,TEMPO,1229
0,ADP,de,I,I,TEMPO,1229
0,NOUN,ano,I,E,TEMPO,1229
1,.,",",O,O,,1229
0,VERB,é,O,O,,1229
0,ADV,agora,O,O,,1229
0,ADJ,superior,O,O,,1229
0,ADP,ao,O,O,,1229
0,CONJ,que,O,O,,1229
0,AUX,foi,O,O,,1229
0,ADP,nos,B,B,TEMPO,1229
0,ADJ,últimos,I,I,TEMPO,1229
0,NOUN,meses,I,E,TEMPO,1229
1,.,.,O,O,,1229
4,CONJ,E,O,O,,1230
0,VERB,contribui,O,O,,1230
0,ADV,também,O,O,,1230
0,DET,a,O,O,,1230
0,NOUN,situação,O,O,,1230
0,NOUN,geopolítica,O,O,,1230
0,ADP,no,O,O,,1230
3,PNOUN,Paquistão,B,S,LOCAL,1230
1,.,",",O,O,,1230
0,DET,uma,B,B,TEMPO,1230
0,NOUN,semana,I,I,TEMPO,1230
0,ADV,depois,I,E,TEMPO,1230
0,ADP,do,O,O,,1230
0,VERB,assassinado,O,O,,1230
0,ADP,de,O,O,,1230
3,PNOUN,Benazir,B,B,PESSOA,1230
3,PNOUN,Bhuto,I,E,PESSOA,1230
1,.,-,O,O,,1230
0,ADV,não,O,O,,1230
0,VERB,sendo,O,O,,1230
0,DET,um,O,O,,1230
0,NOUN,produtor,O,O,,1230
0,ADJ,importante,O,O,,1230
1,.,",",O,O,,1230
1,VERB,situa-se,O,O,,1230
0,ADP,numa,O,O,,1230
0,NOUN,região,O,O,,1230
0,ADJ,estratégica,O,O,,1230
0,ADP,para,O,O,,1230
0,DET,a,O,O,,1230
0,NOUN,produção,O,O,,1230
0,ADP,de,O,O,,1230
0,NOUN,petróleo,O,O,,1230
1,.,.,O,O,,1230
4,DET,A,O,O,,1232
0,NOUN,situação,O,O,,1232
0,ADP,destes,O,O,,1232
0,NUM,dois,O,O,,1232
0,NOUN,países,O,O,,1232
1,.,"""",O,O,,1232
0,VERB,provocou,O,O,,1232
0,DET,o,O,O,,1232
0,NOUN,regresso,O,O,,1232
0,ADP,de,O,O,,1232
0,DET,muito,O,O,,1232
0,NOUN,capital,O,O,,1232
0,ADJ,especulativo,O,O,,1232
0,ADP,ao,O,O,,1232
0,NOUN,mercado,O,O,,1232
1,.,"""",O,O,,1232
1,.,",",O,O,,1232
0,ADP,segundo,O,O,,1232
0,DET,o,O,O,,1232
0,NOUN,presidente,B,B,PESSOA,1232
0,ADP,da,I,I,PESSOA,1232
3,PNOUN,Ritterbusch,I,I,PESSOA,1232
1,PNOUN,&,I,I,PESSOA,1232
3,PNOUN,Associates,I,E,PESSOA,1232
1,.,",",O,O,,1232
3,PNOUN,Jim,B,B,PESSOA,1232
3,PNOUN,Ritterbusch,I,E,PESSOA,1232
1,.,",",O,O,,1232
0,VERB,citado,O,O,,1232
0,ADP,pela,O,O,,1232
3,PNOUN,Reuters,B,S,LOCAL,1232
1,.,.,O,O,,1232
3,CONJ,Mas,O,O,,1234
0,PRON,estes,O,O,,1234
0,ADV,não,O,O,,1234
0,VERB,são,O,O,,1234
0,DET,os,O,O,,1234
0,ADJ,únicos,O,O,,1234
0,NUM,dois,O,O,,1234
0,NOUN,países,O,O,,1234
0,ADP,em,O,O,,1234
0,ADJ,turbulência,O,O,,1234
0,NOUN,geopolítica,O,O,,1234
1,.,.,O,O,,1234
4,VERB,É,O,O,,1235
0,ADV,também,O,O,,1235
0,DET,o,O,O,,1235
3,PNOUN,Quénia,B,S,LOCAL,1235
1,.,",",O,O,,1235
1,.,"""",O,O,,1235
0,ADP,ao,O,O,,1235
0,NOUN,lado,O,O,,1235
0,ADP,da,O,O,,1235
3,PNOUN,Nigéria,B,S,LOCAL,1235
1,.,",",O,O,,1235
0,PRON,que,O,O,,1235
0,PRON,se,O,O,,1235
0,VERB,incendeia,O,O,,1235
1,.,"""",O,O,,1235
1,.,",",O,O,,1235
0,VERB,diz,O,O,,1235
3,PNOUN,Moncef,B,B,PESSOA,1235
3,PNOUN,Kaabi,I,E,PESSOA,1235
1,.,",",O,O,,1235
0,ADP,da,O,O,,1235
3,PNOUN,Natixis,B,S,ORGANIZACAO,1235
1,.,",",O,O,,1235
0,VERB,é,O,O,,1235
0,ADV,também,O,O,,1235
0,DET,a,O,O,,1235
3,PNOUN,Turquia,B,S,LOCAL,1235
1,.,",",O,O,,1235
0,ADP,com,O,O,,1235
0,DET,as,O,O,,1235
0,NOUN,operações,O,O,,1235
0,ADP,contra,O,O,,1235
0,DET,os,O,O,,1235
0,NOUN,separatistas,O,O,,1235
0,ADJ,curdos,O,O,,1235
0,ADP,no,O,O,,1235
3,PNOUN,Norte,B,S,LOCAL,1235
1,.,",",O,O,,1235
0,VERB,justificando,O,O,,1235
0,CONJ,que,O,O,,1235
0,NOUN,mercados,O,O,,1235
0,ADP,como,O,O,,1235
0,PRON,o,O,O,,1235
0,ADP,do,O,O,,1235
0,NOUN,petróleo,O,O,,1235
1,.,"""",O,O,,1235
0,VERB,traduzem,O,O,,1235
0,DET,a,O,O,,1235
0,NOUN,inquietação,O,O,,1235
0,CONJ,e,O,O,,1235
0,DET,a,O,O,,1235
0,NOUN,incerteza,O,O,,1235
0,ADP,dos,O,O,,1235
0,NOUN,investidores,O,O,,1235
1,.,"""",O,O,,1235
1,.,.,O,O,,1235
3,ADP,Por,O,O,,1236
0,DET,outro,O,O,,1236
0,NOUN,lado,O,O,,1236
1,.,",",O,O,,1236
0,DET,os,O,O,,1236
4,PNOUN,EUA,B,S,ORGANIZACAO,1236
0,AUX,deverão,O,O,,1236
0,VERB,anunciar,O,O,,1236
0,ADV,ainda,O,O,,1236
0,ADV,hoje,B,S,TEMPO,1236
0,DET,a,O,O,,1236
0,NOUN,situação,O,O,,1236
0,ADP,dos,O,O,,1236
0,DET,seus,O,O,,1236
0,NOUN,stocks,O,O,,1236
0,ADP,de,O,O,,1236
0,NOUN,crude,O,O,,1236
1,.,",",O,O,,1236
0,CONJ,mas,O,O,,1236
0,DET,os,O,O,,1236
0,NOUN,dados,O,O,,1236
0,ADJ,disponíveis,O,O,,1236
0,VERB,antecipam,O,O,,1236
0,DET,o,O,O,,1236
0,NOUN,anúncio,O,O,,1236
0,ADP,de,O,O,,1236
0,DET,uma,O,O,,1236
0,ADJ,nova,O,O,,1236
0,NOUN,quebra,O,O,,1236
1,.,",",O,O,,1236
0,ADP,pela,B,B,TEMPO,1236
0,ADJ,sétima,I,I,TEMPO,1236
0,NOUN,semana,I,I,TEMPO,1236
0,ADJ,consecutiva,I,E,TEMPO,1236
1,.,",",O,O,,1236
0,ADP,desta,O,O,,1236
0,NOUN,vez,O,O,,1236
0,ADP,em,O,O,,1236
1,NUM,"1,8",B,B,VALOR,1236
0,NUM,milhões,I,E,VALOR,1236
0,ADP,de,O,O,,1236
0,NOUN,barris,O,O,,1236
1,.,",",O,O,,1236
0,NOUN,face,O,O,,1236
0,ADP,ao,O,O,,1236
0,NOUN,aumento,O,O,,1236
0,ADP,da,O,O,,1236
0,NOUN,actividade,O,O,,1236
0,ADP,das,O,O,,1236
0,NOUN,refinarias,O,O,,1236
1,.,",",O,O,,1236
0,ADP,de,O,O,,1236
0,NOUN,acordo,O,O,,1236
0,ADP,com,O,O,,1236
0,DET,um,O,O,,1236
0,NOUN,inquérito,O,O,,1236
0,ADP,da,O,O,,1236
3,PNOUN,Reuters,O,O,,1236
1,.,.,O,O,,1236
4,DET,O,O,O,,1238
0,NOUN,preço,O,O,,1238
0,ADJ,actual,O,O,,1238
0,ADP,do,O,O,,1238
0,NOUN,petróleo,O,O,,1238
0,VERB,ficou,O,O,,1238
0,ADV,agora,O,O,,1238
0,ADV,mais,O,O,,1238
0,ADJ,próximo,O,O,,1238
0,ADP,do,O,O,,1238
0,NOUN,pico,O,O,,1238
0,ADP,de,O,O,,1238
2,NUM,100,B,B,VALOR,1238
0,NOUN,dólares,I,E,VALOR,1238
0,ADP,de,B,B,TEMPO,1238
2,NUM,1980,I,E,TEMPO,1238
0,VERB,provocado,O,O,,1238
0,ADP,pela,O,O,,1238
0,NOUN,guerra,O,O,,1238
0,ADP,entre,O,O,,1238
0,DET,o,O,O,,1238
3,PNOUN,Irão,B,S,ORGANIZACAO,1238
0,CONJ,e,O,O,,1238
0,DET,o,O,O,,1238
3,PNOUN,Iraque,B,S,ORGANIZACAO,1238
1,.,",",O,O,,1238
0,NUM,dois,O,O,,1238
1,NOUN,países-membros,O,O,,1238
0,ADP,da,O,O,,1238
4,.,OPEP,B,S,ORGANIZACAO,1238
1,.,.,O,O,,1238
4,DET,O,O,O,,1239
0,NOUN,preço,O,O,,1239
0,ADP,de,O,O,,1239
0,ADV,então,O,O,,1239
0,ADJ,ajustado,O,O,,1239
0,ADP,à,O,O,,1239
0,NOUN,inflação,O,O,,1239
0,VERB,representa,O,O,,1239
0,ADV,hoje,B,S,TEMPO,1239
1,NUM,"101,7",B,B,VALOR,1239
0,NOUN,dólares,I,E,VALOR,1239
1,.,.,O,O,,1239
4,DET,A,O,O,,1241
0,NOUN,convicção,O,O,,1241
0,ADJ,dominante,O,O,,1241
0,ADP,no,O,O,,1241
0,NOUN,mercado,O,O,,1241
1,.,",",O,O,,1241
0,ADP,a,O,O,,1241
0,VERB,avaliar,O,O,,1241
0,ADP,pelos,O,O,,1241
0,NOUN,analistas,O,O,,1241
0,VERB,contactados,O,O,,1241
0,ADP,pela,O,O,,1241
3,PNOUN,Reuters,B,S,PESSOA,1241
1,.,",",O,O,,1241
0,VERB,é,O,O,,1241
0,PRON,a,O,O,,1241
0,ADP,de,O,O,,1241
0,CONJ,que,O,O,,1241
0,DET,o,O,O,,1241
0,NOUN,preço,O,O,,1241
0,ADP,desta,O,O,,1241
1,PNOUN,matéria-prima,O,O,,1241
0,AUX,continuará,O,O,,1241
0,ADV,provavelmente,O,O,,1241
0,VERB,a,O,O,,1241
0,VERB,subir,O,O,,1241
0,ADP,nos,B,B,TEMPO,1241
0,ADJ,próximos,I,I,TEMPO,1241
0,NUM,cinco,I,I,TEMPO,1241
0,NOUN,anos,I,E,TEMPO,1241
1,.,",",O,O,,1241
0,ADP,a,O,O,,1241
0,ADV,não,O,O,,1241
0,VERB,ser,O,O,,1241
0,CONJ,que,O,O,,1241
0,DET,o,O,O,,1241
0,NOUN,crescimento,O,O,,1241
0,ADJ,económico,O,O,,1241
0,VERB,abrande,O,O,,1241
0,CONJ,e,O,O,,1241
0,VERB,abrande,O,O,,1241
0,ADV,também,O,O,,1241
0,DET,a,O,O,,1241
0,NOUN,procura,O,O,,1241
0,ADP,de,O,O,,1241
0,NOUN,combustível,O,O,,1241
1,.,.,O,O,,1241
4,DET,A,O,O,,1242
0,NOUN,pressão,O,O,,1242
0,ADP,para,O,O,,1242
0,DET,a,O,O,,1242
0,NOUN,subida,O,O,,1242
0,ADP,de,O,O,,1242
0,NOUN,preços,O,O,,1242
0,PRON,que,O,O,,1242
0,PRON,se,O,O,,1242
0,VERB,verifica,O,O,,1242
0,ADP,desde,B,B,TEMPO,1242
2,NUM,2002,I,E,TEMPO,1242
0,AUX,continua,O,O,,1242
0,ADP,a,O,O,,1242
0,VERB,ter,O,O,,1242
0,NOUN,condições,O,O,,1242
0,ADP,para,O,O,,1242
0,VERB,manter,O,O,,1242
0,DET,o,O,O,,1242
0,NOUN,ritmo,O,O,,1242
1,.,:,O,O,,1242
0,DET,algumas,O,O,,1242
0,NOUN,regiões,O,O,,1242
0,ADV,fora,O,O,,1242
0,ADP,da,O,O,,1242
4,.,OPEP,B,S,ORGANIZACAO,1242
1,.,",",O,O,,1242
0,ADV,nomeadamente,O,O,,1242
0,DET,o,O,O,,1242
0,NOUN,mar,O,O,,1242
0,ADP,do,O,O,,1242
3,PNOUN,Norte,B,S,LOCAL,1242
1,.,",",O,O,,1242
0,VERB,têm,O,O,,1242
0,DET,a,O,O,,1242
0,DET,sua,O,O,,1242
0,NOUN,produção,O,O,,1242
0,ADP,em,O,O,,1242
0,NOUN,declínio,O,O,,1242
1,.,",",O,O,,1242
0,DET,a,O,O,,1242
3,PNOUN,China,B,S,ORGANIZACAO,1242
0,VERB,mantém,O,O,,1242
0,DET,um,O,O,,1242
0,ADJ,intenso,O,O,,1242
0,NOUN,ritmo,O,O,,1242
0,ADP,de,O,O,,1242
0,NOUN,procura,O,O,,1242
0,ADP,de,O,O,,1242
0,NOUN,combustível,O,O,,1242
0,CONJ,e,O,O,,1242
0,DET,o,O,O,,1242
0,NOUN,sistema,O,O,,1242
0,ADP,de,O,O,,1242
0,NOUN,refinação,O,O,,1242
0,VERB,continua,O,O,,1242
0,ADP,a,O,O,,1242
0,VERB,enfrentar,O,O,,1242
0,DET,uma,O,O,,1242
0,NOUN,escassez,O,O,,1242
0,ADP,de,O,O,,1242
0,NOUN,capacidade,O,O,,1242
0,ADP,para,O,O,,1242
0,DET,os,O,O,,1242
0,NOUN,produtos,O,O,,1242
0,ADP,de,O,O,,1242
0,ADJ,grande,O,O,,1242
0,NOUN,qualidade,O,O,,1242
1,.,.,O,O,,1242
3,ADP,Para,O,O,,1244
0,NOUN,analistas,O,O,,1244
0,ADP,como,O,O,,1244
3,PNOUN,Kris,B,B,PESSOA,1244
3,PNOUN,Voorspools,I,E,PESSOA,1244
1,.,",",O,O,,1244
0,ADP,da,O,O,,1244
3,NOUN,Fortis,B,S,ORGANIZACAO,1244
1,.,",",O,O,,1244
0,ADP,em,O,O,,1244
3,PNOUN,Bruxelas,B,S,LOCAL,1244
1,.,",",O,O,,1244
0,DET,o,O,O,,1244
1,.,"""",O,O,,1244
0,NOUN,preço,O,O,,1244
0,ADP,do,O,O,,1244
0,NOUN,petróleo,O,O,,1244
0,AUX,pode,O,O,,1244
0,AUX,continuar,O,O,,1244
0,ADP,a,O,O,,1244
0,VERB,subir,O,O,,1244
1,.,"""",O,O,,1244
1,.,",",O,O,,1244
0,ADP,por,O,O,,1244
0,PRON,se,O,O,,1244
0,VERB,estar,O,O,,1244
0,ADP,perante,O,O,,1244
0,DET,o,O,O,,1244
1,.,"""",O,O,,1244
0,ADJ,simples,O,O,,1244
0,NOUN,fundamento,O,O,,1244
0,ADP,da,O,O,,1244
0,NOUN,oferta,O,O,,1244
0,CONJ,e,O,O,,1244
0,ADP,da,O,O,,1244
0,NOUN,procura,O,O,,1244
1,.,"""",O,O,,1244
1,.,.,O,O,,1244
3,CONJ,Mas,O,O,,1246
0,VERB,há,O,O,,1246
0,PRON,quem,O,O,,1246
0,VERB,defenda,O,O,,1246
1,.,",",O,O,,1246
0,CONJ,embora,O,O,,1246
0,ADP,em,O,O,,1246
0,NOUN,minoria,O,O,,1246
1,.,",",O,O,,1246
0,PRON,que,O,O,,1246
0,DET,os,O,O,,1246
0,NOUN,preços,O,O,,1246
0,ADJ,elevados,O,O,,1246
0,AUX,podem,O,O,,1246
0,VERB,levar,O,O,,1246
0,ADP,a,O,O,,1246
0,DET,uma,O,O,,1246
0,NOUN,recessão,O,O,,1246
0,ADJ,global,O,O,,1246
1,.,",",O,O,,1246
0,DET,uma,O,O,,1246
0,NOUN,opinião,O,O,,1246
0,VERB,expressa,O,O,,1246
0,ADP,por,O,O,,1246
3,PNOUN,Nauman,B,B,PESSOA,1246
3,PNOUN,Barakat,I,E,PESSOA,1246
1,.,",",O,O,,1246
1,ADV,vice-presidente,B,B,PESSOA,1246
0,ADP,da,I,I,PESSOA,1246
3,PNOUN,Macquarie,I,I,PESSOA,1246
3,PNOUN,Futures,I,E,PESSOA,1246
0,ADP,dos,O,O,,1246
4,PNOUN,EUA,B,S,LOCAL,1246
1,.,.,O,O,,1246
3,PNOUN,Direitos,O,O,,1248
3,PNOUN,Fundamentais,O,O,,1248
3,NOUN,Pöttering,B,S,PESSOA,1249
1,.,",",O,O,,1249
3,PNOUN,Sócrates,B,S,PESSOA,1249
0,CONJ,e,O,O,,1249
3,PNOUN,Barroso,B,S,PESSOA,1249
0,VERB,assinam,O,O,,1249
3,NOUN,Carta,B,B,OBRA,1249
0,ADP,dos,I,I,OBRA,1249
3,PNOUN,Direitos,I,I,OBRA,1249
3,PNOUN,Fundamentais,I,I,OBRA,1249
0,ADP,da,I,I,OBRA,1249
4,PNOUN,UE,I,E,OBRA,1249
3,DET,Os,O,O,,1250
3,NOUN,Presidentes,B,B,PESSOA,1250
0,ADP,do,I,I,PESSOA,1250
3,PNOUN,Parlamento,I,I,PESSOA,1250
3,PNOUN,Europeu,I,E,PESSOA,1250
0,VERB,assinaram,O,O,,1250
1,.,",",O,O,,1250
0,ADP,a,B,B,TEMPO,1250
2,NUM,12,I,I,TEMPO,1250
0,ADP,de,I,I,TEMPO,1250
3,PNOUN,Dezembro,I,I,TEMPO,1250
0,ADP,de,I,I,TEMPO,1250
2,NUM,2007,I,E,TEMPO,1250
1,.,",",O,O,,1250
0,ADP,em,O,O,,1250
3,NOUN,Estrasburgo,B,S,LOCAL,1250
1,.,",",O,O,,1250
0,DET,a,O,O,,1250
3,NOUN,Carta,B,B,OBRA,1250
0,ADP,dos,I,I,OBRA,1250
3,PNOUN,Direitos,I,I,OBRA,1250
3,PNOUN,Fundamentais,I,I,OBRA,1250
0,ADP,da,I,I,OBRA,1250
3,PNOUN,União,I,I,OBRA,1250
3,PNOUN,Europeia,I,E,OBRA,1250
1,.,",",O,O,,1250
0,DET,um,B,B,TEMPO,1250
0,NOUN,dia,I,I,TEMPO,1250
0,ADV,antes,I,E,TEMPO,1250
0,ADP,da,O,O,,1250
0,NOUN,assinatura,O,O,,1250
0,ADP,do,O,O,,1250
3,PNOUN,Tratado,B,B,OBRA,1250
0,ADP,de,I,I,OBRA,1250
3,PNOUN,Lisboa,I,E,OBRA,1250
1,.,",",O,O,,1250
0,ADP,na,O,O,,1250
0,NOUN,capital,O,O,,1250
0,ADJ,portuguesa,O,O,,1250
1,.,.,O,O,,1250
3,DET,Os,O,O,,1251
0,NUM,três,O,O,,1251
0,NOUN,salientaram,O,O,,1251
0,DET,o,B,B,TEMPO,1251
1,.,"""",I,I,TEMPO,1251
0,NOUN,dia,I,I,TEMPO,1251
0,ADJ,histórico,I,I,TEMPO,1251
1,.,"""",I,E,TEMPO,1251
0,ADP,para,O,O,,1251
0,DET,os,O,O,,1251
0,NOUN,cidadãos,O,O,,1251
0,ADJ,europeus,O,O,,1251
0,CONJ,e,O,O,,1251
0,ADV,também,O,O,,1251
0,DET,o,O,O,,1251
1,.,"""",O,O,,1251
0,NOUN,desafio,O,O,,1251
0,ADJ,quotidiano,O,O,,1251
1,.,"""",O,O,,1251
0,CONJ,e,O,O,,1251
0,DET,o,O,O,,1251
1,.,"""",O,O,,1251
0,NOUN,compromisso,O,O,,1251
0,ADP,das,O,O,,1251
0,NOUN,instituições,O,O,,1251
0,ADJ,europeias,O,O,,1251
1,.,"""",O,O,,1251
0,ADP,de,O,O,,1251
0,VERB,respeitar,O,O,,1251
0,CONJ,e,O,O,,1251
0,VERB,promover,O,O,,1251
0,DET,os,O,O,,1251
0,NOUN,direitos,O,O,,1251
0,CONJ,e,O,O,,1251
0,NOUN,valores,O,O,,1251
0,ADJ,fundamentais,O,O,,1251
1,.,.,O,O,,1251
1,.,"""",O,O,,1253
1,.,Trata-se,O,O,,1253
0,ADP,de,B,B,TEMPO,1253
0,NUM,um,I,I,TEMPO,1253
0,NOUN,dia,I,E,TEMPO,1253
0,ADJ,feliz,O,O,,1253
0,ADP,para,O,O,,1253
0,DET,as,O,O,,1253
0,NOUN,cidadãs,O,O,,1253
0,CONJ,e,O,O,,1253
0,DET,os,O,O,,1253
0,NOUN,cidadãos,O,O,,1253
0,ADP,da,O,O,,1253
3,PNOUN,União,B,B,LOCAL,1253
3,PNOUN,Europeia,I,E,LOCAL,1253
1,.,"""",O,O,,1253
1,.,",",O,O,,1253
0,ADP,em,O,O,,1253
0,PRON,que,O,O,,1253
0,PRON,se,O,O,,1253
0,VERB,festejam,O,O,,1253
1,.,"""",O,O,,1253
0,DET,os,O,O,,1253
0,DET,nossos,O,O,,1253
0,NOUN,valores,O,O,,1253
0,ADJ,comuns,O,O,,1253
1,.,"""",O,O,,1253
1,.,",",O,O,,1253
0,VERB,afirmou,O,O,,1253
0,DET,o,O,O,,1253
3,PNOUN,Presidente,B,B,PESSOA,1253
0,ADP,do,I,I,PESSOA,1253
3,PNOUN,Parlamento,I,I,PESSOA,1253
3,PNOUN,Europeu,I,E,PESSOA,1253
1,.,",",O,O,,1253
3,PNOUN,Hans-Gert,B,B,PESSOA,1253
4,PNOUN,PÖTTERING,I,E,PESSOA,1253
1,.,",",O,O,,1253
0,ADP,no,O,O,,1253
0,NOUN,discurso,O,O,,1253
0,PRON,que,O,O,,1253
0,VERB,antecedeu,O,O,,1253
0,DET,a,O,O,,1253
0,NOUN,assinatura,O,O,,1253
0,ADP,da,O,O,,1253
3,NOUN,Carta,B,B,OBRA,1253
0,ADP,dos,I,I,OBRA,1253
3,PNOUN,Direitos,I,I,OBRA,1253
3,PNOUN,Fundamentais,I,I,OBRA,1253
0,ADP,da,I,I,OBRA,1253
3,PNOUN,União,I,I,OBRA,1253
3,PNOUN,Europeia,I,E,OBRA,1253
1,.,.,O,O,,1253
3,VERB,Relembrando,O,O,,1255
0,DET,o,O,O,,1255
1,.,"""",O,O,,1255
0,NOUN,caminho,O,O,,1255
0,ADJ,significativo,O,O,,1255
1,.,"""",O,O,,1255
0,PRON,que,O,O,,1255
0,VERB,foi,O,O,,1255
0,ADJ,necessário,O,O,,1255
0,VERB,percorrer,O,O,,1255
0,ADV,até,O,O,,1255
0,VERB,chegar,O,O,,1255
0,ADP,a,B,B,TEMPO,1255
0,DET,este,I,I,TEMPO,1255
0,NOUN,momento,I,E,TEMPO,1255
1,.,",",O,O,,1255
0,VERB,afirmou,O,O,,1255
0,CONJ,que,O,O,,1255
1,.,"""",O,O,,1255
0,DET,os,O,O,,1255
0,NOUN,ensinamentos,O,O,,1255
0,ADP,da,O,O,,1255
0,NOUN,história,O,O,,1255
0,ADP,da,O,O,,1255
3,PNOUN,Europa,B,S,LOCAL,1255
0,AUX,foram,O,O,,1255
0,VERB,tomados,O,O,,1255
0,ADP,em,O,O,,1255
0,NOUN,consideração,O,O,,1255
1,.,"""",O,O,,1255
1,.,",",O,O,,1255
0,ADP,num,O,O,,1255
0,NOUN,documento,O,O,,1255
0,PRON,que,O,O,,1255
0,VERB,garante,O,O,,1255
1,.,"""",O,O,,1255
0,NOUN,valores,O,O,,1255
0,ADP,como,O,O,,1255
0,DET,a,O,O,,1255
0,NOUN,liberdade,O,O,,1255
0,CONJ,e,O,O,,1255
0,DET,a,O,O,,1255
0,NOUN,segurança,O,O,,1255
1,.,"""",O,O,,1255
1,.,.,O,O,,1255
1,.,"""",O,O,,1257
3,ADP,Com,O,O,,1257
0,DET,a,O,O,,1257
0,NOUN,proclamação,O,O,,1257
0,ADP,da,O,O,,1257
3,NOUN,Carta,B,S,OBRA,1257
1,.,",",O,O,,1257
0,VERB,temos,O,O,,1257
0,DET,a,O,O,,1257
0,NOUN,obrigação,O,O,,1257
0,CONJ,e,O,O,,1257
0,DET,a,O,O,,1257
0,NOUN,oportunidade,O,O,,1257
0,ADP,de,O,O,,1257
0,VERB,dar,O,O,,1257
0,ADP,aos,O,O,,1257
0,ADV,quase,B,B,VALOR,1257
2,NUM,500,I,I,VALOR,1257
0,NUM,milhões,I,E,VALOR,1257
0,ADP,de,O,O,,1257
0,NOUN,cidadãos,O,O,,1257
0,DET,a,O,O,,1257
0,NOUN,ideia,O,O,,1257
0,ADP,de,O,O,,1257
0,DET,uma,O,O,,1257
3,PNOUN,Europa,B,S,LOCAL,1257
0,ADJ,unida,O,O,,1257
1,.,.,O,O,,1257
3,VERB,Somos,O,O,,1258
0,ADV,essencialmente,O,O,,1258
0,DET,uma,O,O,,1258
0,NOUN,comunidade,O,O,,1258
0,ADP,de,O,O,,1258
0,NOUN,valores,O,O,,1258
1,.,--,O,O,,1258
0,VERB,são,O,O,,1258
0,DET,estes,O,O,,1258
0,NOUN,valores,O,O,,1258
0,ADJ,comuns,O,O,,1258
0,PRON,que,O,O,,1258
0,VERB,constituem,O,O,,1258
0,DET,o,O,O,,1258
0,NOUN,fundamento,O,O,,1258
0,ADP,da,O,O,,1258
3,PNOUN,União,B,B,ABSTRACCAO,1258
3,PNOUN,Europeia,I,E,ABSTRACCAO,1258
1,.,"""",O,O,,1258
1,.,",",O,O,,1258
0,VERB,declarou,O,O,,1258
1,.,.,O,O,,1258
3,PNOUN,Hans-Gert,B,B,PESSOA,1260
4,PNOUN,PÖTTERING,I,E,PESSOA,1260
0,VERB,destacou,O,O,,1260
0,ADV,ainda,O,O,,1260
0,DET,a,O,O,,1260
0,NOUN,importância,O,O,,1260
1,.,",",O,O,,1260
0,ADP,para,O,O,,1260
0,DET,o,O,O,,1260
4,PNOUN,PE,B,S,ORGANIZACAO,1260
1,.,",",O,O,,1260
0,ADP,de,O,O,,1260
0,VERB,ver,O,O,,1260
0,ADJ,reconhecido,O,O,,1260
0,DET,o,O,O,,1260
0,NOUN,valor,O,O,,1260
0,ADV,juridicamente,O,O,,1260
0,ADJ,vinculativo,O,O,,1260
0,ADP,da,O,O,,1260
3,NOUN,Carta,B,S,OBRA,1260
1,.,",",O,O,,1260
0,DET,um,O,O,,1260
0,NOUN,passo,O,O,,1260
1,.,"""",O,O,,1260
0,ADJ,essencial,O,O,,1260
0,ADP,no,O,O,,1260
0,NOUN,quadro,O,O,,1260
0,ADP,de,O,O,,1260
0,NOUN,reforma,O,O,,1260
0,ADP,dos,O,O,,1260
3,PNOUN,Tratados,B,S,OBRA,1260
